time,cpu_usage,memory_usage,cpu_interrupts,cpu_calls,memory_used,memory_free,bytes_sent,bytes_received,disk_usage,gpu_utilization,gpu_memory,gpu_temperature,power_consumption
2024-09-13 15:55:07.408247,6.2,86.3,755755360,527162510,7092498432,1122562048,80796052,533637056,83.4,,,,
2024-09-13 15:55:23.148151,5.7,86.3,755835224,527209518,7087259648,1127800832,80796358,533637494,83.4,,,,
2024-09-13 15:55:39.881672,13.8,89.4,756115945,527374661,7342632960,872427520,80829558,533661558,83.4,,,,
2024-09-13 15:55:56.588541,6.7,89.2,756271193,527464205,7331115008,883945472,80876581,533686396,83.4,,,,
2024-09-13 15:56:12.331756,10.2,89.3,756493644,527600289,7338954752,876105728,80928136,535654461,83.4,,,,
2024-09-13 15:56:28.101129,19.4,89.1,756741609,527752538,7322148864,892911616,80979119,535679769,83.4,,,,
2024-09-13 15:56:44.814225,6.6,88.6,756936196,527868501,7282012160,933048320,80988221,535685660,83.4,,,,
2024-09-13 15:57:00.570655,8.9,87.7,757240692,528054930,7204892672,1010167808,81020390,535708458,83.4,,,,
2024-09-13 15:57:16.301253,9.8,88.9,757426080,528162504,7300030464,915030016,81040859,535726850,83.4,,,,
2024-09-13 15:57:32.023089,14.1,92.6,757638934,528294261,7610531840,604528640,81080568,535743313,83.4,,,,
2024-09-13 15:57:48.783127,6.6,91.7,757744763,528357649,7534473216,680587264,81088369,535754070,83.4,,,,
2024-09-13 15:58:04.502908,6.4,92.3,757934319,528467278,7579901952,635158528,81089006,535754646,83.4,,,,
2024-09-13 15:58:20.251251,6.1,92.1,758035797,528525289,7563784192,651276288,81102734,535773758,83.4,,,,
2024-09-13 15:58:35.989376,8.5,90.2,758183592,528605180,7413293056,801767424,81112930,535790676,83.4,,,,
2024-09-13 15:58:52.726273,10.8,90.9,758347601,528702315,7467376640,747683840,81166925,536142554,83.4,,,,
2024-09-13 15:59:08.448039,16.1,88.2,758634021,528877134,7242129408,972931072,81236143,538998915,83.4,,,,
2024-09-13 15:59:24.448823,12.7,86.3,758731073,528940442,7091666944,1123393536,81284139,539692828,83.4,,,,
2024-09-13 15:59:40.198127,7.6,84.0,758884399,529048395,6898561024,1316499456,81370303,539809409,83.4,,,,
2024-09-13 15:59:55.899668,6.3,84.4,758957557,529092964,6933004288,1282056192,81379787,539829902,83.4,,,,
2024-09-13 16:00:12.644892,4.5,84.2,759011402,529125100,6915567616,1299492864,81379951,539830132,83.4,,,,
2024-09-13 16:00:28.403212,7.2,84.6,759076391,529163807,6948077568,1266982912,81385793,539841241,83.4,,,,
2024-09-13 16:00:44.135882,4.8,84.6,759128896,529195196,6948012032,1267048448,81386321,539842559,83.4,,,,
2024-09-13 16:01:00.901227,5.6,84.8,759214989,529244963,6969569280,1245491200,81388083,539843990,83.4,,,,
2024-09-13 16:01:17.669061,5.0,85.5,759301094,529295203,7025790976,1189269504,81391486,539853013,83.4,,,,
2024-09-13 16:01:33.425583,5.3,85.4,759403921,529357161,7011807232,1203253248,81393240,539854866,83.4,,,,
2024-09-13 16:01:49.139809,4.9,85.6,759488808,529408713,7029321728,1185738752,81393880,539855372,83.4,,,,
2024-09-13 16:02:04.913289,7.8,86.3,759623670,529490643,7087529984,1127530496,81411122,539885187,83.4,,,,
2024-09-13 16:02:21.674326,8.1,86.1,759777714,529581646,7077269504,1137790976,81416762,539887796,83.4,,,,
2024-09-13 16:02:37.998952,8.4,84.2,759961514,529693087,6915862528,1299197952,81456491,539913392,83.4,,,,
2024-09-13 16:02:54.736374,6.6,85.5,760157480,529808783,7023509504,1191550976,81465790,539921470,83.4,,,,
2024-09-13 16:03:10.490600,6.2,85.0,760261476,529870656,6985498624,1229561856,81467198,539923479,83.4,,,,
2024-09-13 16:03:26.224826,5.5,85.5,760383674,529937974,7019839488,1195220992,81469603,539932165,83.4,,,,
2024-09-13 16:03:41.954884,6.3,85.4,760541726,530030517,7018000384,1197060096,81471720,539933904,83.4,,,,
2024-09-13 16:03:58.699422,4.7,85.2,760636403,530086176,7001513984,1213546496,81471885,539934090,83.4,,,,
2024-09-13 16:04:14.468561,7.5,84.7,760745665,530150612,6960713728,1254346752,81473281,539935796,83.4,,,,
2024-09-13 16:04:30.202600,42.1,91.6,761469356,530585936,7525453824,689606656,82145579,544174680,83.4,,,,
2024-09-13 16:05:01.052721,10.9,92.6,761944718,530872285,7607783424,607277056,82477330,544395098,83.4,,,,
2024-09-13 16:05:17.850103,7.6,92.6,762096034,530961228,7610941440,604119040,82484301,544404608,83.4,,,,
2024-09-13 16:05:34.546538,7.5,92.2,762258534,531063307,7573303296,641757184,82494393,544414303,83.4,,,,
2024-09-13 16:05:50.290940,5.3,90.6,762370666,531131730,7446908928,768151552,82500587,544416273,83.4,,,,
2024-09-13 16:06:06.042905,5.9,90.1,762455119,531184088,7402463232,812597248,82501218,544417225,83.4,,,,
2024-09-13 16:06:22.880992,6.5,90.6,762572706,531253424,7443009536,772050944,82508011,544426811,83.4,,,,
2024-09-13 16:06:39.594159,5.8,90.2,762626660,531285784,7412252672,802807808,82508672,544427214,83.4,,,,
2024-09-13 16:06:55.323590,4.9,89.7,762677981,531317999,7372193792,842866688,82515912,544430208,83.4,,,,
2024-09-13 16:07:11.075840,8.2,85.6,762911025,531460399,7034421248,1180639232,82540363,544518630,83.4,,,,
2024-09-13 16:07:27.816710,12.8,93.2,763188061,531651747,7656116224,558944256,82548894,544524997,83.4,,,,
2024-09-13 16:07:44.689052,26.3,91.6,763698743,531982249,7527890944,687169536,83107678,544941312,83.4,,,,
2024-09-13 16:08:00.407258,8.1,90.6,763988426,532152380,7439511552,775548928,85159629,545164256,83.5,,,,
2024-09-13 16:08:16.172851,12.9,92.5,764282247,532331152,7602790400,612270080,92943201,545292993,83.5,,,,
2024-09-13 16:08:31.915558,7.5,89.8,764543457,532485506,7380213760,834846720,97254372,545379228,83.5,,,,
2024-09-13 16:08:48.695129,10.4,93.6,764883606,532695683,7693107200,521953280,118369764,546441718,83.5,,,,
2024-09-13 16:09:04.438433,8.4,94.1,765178250,532876626,7730188288,484872192,131909262,550331495,83.5,,,,
2024-09-13 16:09:20.137888,20.8,88.1,765625771,533222723,7236648960,978411520,142108396,550767702,83.5,,,,
2024-09-13 16:09:35.898959,9.0,91.3,765952168,533431537,7500783616,714276864,148591143,551670888,83.5,,,,
2024-09-13 16:09:52.657311,7.7,90.5,766234359,533603491,7437393920,777666560,148791028,552519319,83.5,,,,
2024-09-13 16:10:08.409927,8.3,92.2,766534565,533782513,7576612864,638447616,148959573,552917666,83.5,,,,
2024-09-13 16:10:24.143249,10.8,91.2,766838550,533962619,7491416064,723644416,149042622,552972101,83.5,,,,
2024-09-13 16:10:40.846324,6.8,88.8,767014919,534061396,7294222336,920838144,149095453,553011204,83.5,,,,
2024-09-13 16:10:57.584135,7.4,88.8,767167781,534145114,7297945600,917114880,149117451,553025330,83.5,,,,
2024-09-13 16:11:13.310968,6.1,89.0,767328588,534231265,7308660736,906399744,149249295,553118658,83.5,,,,
2024-09-13 16:11:29.030829,8.6,89.0,767667643,534438621,7308931072,906129408,149318040,555838450,83.5,,,,
2024-09-13 16:11:45.734321,7.1,89.2,767925431,534593360,7324434432,890626048,149415605,556403279,83.5,,,,
2024-09-13 16:12:01.476853,7.1,90.4,768175000,534734805,7426568192,788492288,149445089,556441496,83.5,,,,
2024-09-13 16:12:17.187690,7.4,90.2,768456378,534898961,7413964800,801095680,149826287,556495961,83.5,,,,
2024-09-13 16:12:32.922898,8.4,90.8,768764124,535085415,7456960512,758099968,150375039,556643240,83.5,,,,
2024-09-13 16:12:49.656421,8.4,89.6,768961295,535202971,7357259776,857800704,150497399,556879567,83.5,,,,
2024-09-13 16:13:05.337122,8.6,91.7,769292489,535391646,7537213440,677847040,150625706,556984312,83.5,,,,
2024-09-13 16:13:21.030267,8.9,89.1,769523449,535533541,7316103168,898957312,150662283,557008930,83.5,,,,
2024-09-13 16:13:37.795324,10.2,88.7,769759792,535663924,7286824960,928235520,150744368,557123504,83.5,,,,
2024-09-13 16:13:53.490737,13.2,90.2,770155716,535943060,7411810304,803250176,150830923,559979841,83.5,,,,
2024-09-13 16:14:09.222446,12.0,88.2,770608875,536225963,7247355904,967704576,150954561,566390990,83.5,,,,
2024-09-13 16:14:24.974943,11.5,84.8,770918585,536414181,6964285440,1250775040,151051590,568260927,83.5,,,,
2024-09-13 16:14:41.731009,5.8,85.9,771136141,536533646,7054557184,1160503296,151075637,568271175,83.5,,,,
2024-09-13 16:14:57.399615,8.3,88.7,771314229,536635259,7284813824,930246656,151119768,568289379,83.5,,,,
2024-09-13 21:20:21.401656,4.5,87.1,851061879,590962451,7157940224,1057120256,18945206,20593076,83.4,,,,
2024-09-13 21:20:37.326878,3.1,87.8,851347060,591183047,7213723648,1001336832,18991522,20661196,83.4,,,,
2024-09-13 21:20:53.046202,8.1,93.8,851666069,591423764,7706275840,508784640,19052102,20732463,83.4,,,,
2024-09-13 21:21:09.783753,4.3,92.3,851952037,591635337,7586344960,628715520,19080047,21060399,83.4,,,,
2024-09-13 21:21:25.504638,5.9,92.4,852209907,591833980,7593451520,621608960,19163106,21247790,83.4,,,,
2024-09-13 21:21:41.200357,3.4,94.2,852412638,592005401,7739314176,475746304,19177061,21269192,83.4,,,,
2024-09-13 21:21:56.930982,9.5,96.8,852764704,592269452,7950499840,264560640,19216792,21345336,83.4,,,,
2024-09-13 21:22:13.693794,3.6,95.6,852991902,592434705,7857500160,357560320,19222705,21385187,83.4,,,,
2024-09-14 06:01:54.816842,12.3,93.9,1396537793,954597742,7716847616,498212864,99460280,465253828,83.6,,,,
2024-09-14 06:02:11.679872,4.7,93.4,1396845815,954802528,7676559360,538501120,99497389,465273056,83.6,,,,
2024-09-14 06:02:27.386105,3.7,93.5,1397136398,954992670,7682109440,532951040,99540745,465545907,83.6,,,,
2024-09-14 06:02:43.086504,6.0,94.7,1397381348,955155591,7779323904,435736576,99640358,466495183,83.6,,,,
2024-09-14 06:02:59.810803,7.3,90.1,1397659759,955343680,7402262528,812797952,99706812,467831507,83.6,,,,
